id,f1,f2,f4,b3,b4,GNE_SNR_SEO,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_4_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,det_entropy_log_1_coef,det_entropy_log_2_coef,det_TKEO_mean_8_coef,det_TKEO_mean_9_coef,det_TKEO_std_1_coef,det_TKEO_std_3_coef,det_TKEO_std_6_coef,det_TKEO_std_8_coef,det_TKEO_std_9_coef,det_TKEO_std_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_4_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_9_coef,app_det_TKEO_mean_2_coef,app_det_TKEO_mean_4_coef,app_det_TKEO_mean_5_coef,app_det_TKEO_mean_8_coef,app_det_TKEO_mean_9_coef,app_det_TKEO_mean_10_coef,app_TKEO_std_2_coef,app_TKEO_std_3_coef,app_TKEO_std_4_coef,app_TKEO_std_6_coef,app_TKEO_std_8_coef,app_TKEO_std_9_coef,app_TKEO_std_10_coef,det_LT_entropy_log_1_coef,det_LT_entropy_log_2_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef,tqwt_entropy_shannon_dec_10,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_12,tqwt_entropy_shannon_dec_13,tqwt_entropy_shannon_dec_14,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_18,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_20,tqwt_entropy_shannon_dec_23,tqwt_entropy_shannon_dec_27,tqwt_entropy_log_dec_1,tqwt_entropy_log_dec_2,tqwt_entropy_log_dec_3,tqwt_entropy_log_dec_4,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_6,tqwt_entropy_log_dec_7,tqwt_entropy_log_dec_8,tqwt_entropy_log_dec_9,tqwt_entropy_log_dec_10,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_15,tqwt_entropy_log_dec_16,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_24,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,tqwt_kurtosisValue_dec_1,tqwt_kurtosisValue_dec_27,class
3,677.2253757,1247.116884,3229.710859,2192.556229,187.6487545,1333792.265,8.9928,-25.8596,-478.0545,-6496.152,-1538.5182,-5708.9701,-2322.4815,-13788.5743,-105.6388,-1355.4108,-533.5233,-133.8024,199.6797,5.0779,0.090649,14.4615,136.0136,360.3927,6.9432,56.9949,-162851733.9,-194667819.8,-255802643,-368151876.5,-1057129704,-2080872647,-8482048102,8321.4886,78520.1351,203875.9704,2184008.308,4367276.664,8730570.12,45169.1234,115443.1729,277402.1078,1350609.456,5765534.347,11512405.83,23039183.58,-1728.4683,-809.2338,-518520.1999,-1053662.673,-2270234.511,-4866287.304,13.8549,7.4825,76.0447,449.3404,890.2337,647.4475,683.3022,993.8343,541.9521,334.0383,211.35,454.6485,1.1335,-1946787.614,-1562664.493,-1238155.35,-1042270.222,-972152.2762,-753508.4919,-521444.8961,-371461.0609,-284622.0533,-248400.6524,-228867.7004,-130314.5034,-76138.9219,-50571.3488,-44903.0525,-33467.0472,-22181.3313,-22900.2888,-20301.3665,-18240.2253,-18267.0401,-6091.7186,-6410.4306,-12052.2989,-13360.0213,-10344.1734,-7568.6086,-6163.4324,-5095.6531,-4274.7929,-3820.4723,-3233.3176,-2511.3843,1106.5211,2.4642,1
3,751.6864723,1285.817993,3140.663975,2668.363532,535.054346,1747991.318,6.0954,10.264,-101.387,-809.1043,-2066.7681,-1556.9862,-1614.5158,-19855.2946,-1899.5952,-3735.5942,-604.965,-159.6527,309.945,25.2087,0.027824,3.4094,45.5727,578.7181,63.3872,110.0502,-169768010.4,-202625780.8,-265579803.3,-381135027.6,-1089633257,-2142387320,-8726556301,8605.4936,80356.8771,209088.8441,2240549.489,4480728.447,8966028.431,47272.7007,118517.6031,283242.2704,1384446.24,5903952.702,11848374.32,23664508.59,-1800.9011,-839.088,-521408.4212,-1059367.892,-2282438.277,-4892281.535,10.4591,7.6806,124.6209,623.0392,1073.2457,740.7463,1173.6485,1401.1445,687.5469,366.8183,200.3955,201.6976,1.0586,-1902769.816,-1580577.643,-1256441.969,-1052614.826,-953424.8417,-747785.9709,-544664.2709,-401144.501,-304776.9623,-256646.7576,-223005.8719,-119920.305,-69665.4751,-46659.0362,-44613.372,-26755.2882,-17473.1718,-20681.4204,-19754.8865,-18610.4721,-22181.1802,-9292.5935,-9556.3216,-15368.5373,-13871.2488,-10186.742,-7584.5798,-5959.547,-5063.0473,-4338.1476,-3672.3149,-3241.2701,-2505.7917,121.6652,2.0038,1
4,493.1873293,1256.570863,3320.689784,198.7300422,464.0802796,1582786.751,-1953.3633,-1594.3659,-1207.5787,-6110.6964,-9534.2385,-6320.7982,-182.5275,-9193.5754,-9372.7962,-197201.558,10.0916,7.103,42.9017,123.0474,11.8612,18.6142,146.6084,107.4402,204.5724,3835.1662,-169694375.1,-202278812,-264910675.8,-379321238,-1081210310,-2126380278,-8651820126,8867.3029,82069.6968,213521.0215,2274015.736,4545839.666,9059345.669,48336.3381,122483.3999,290207.7869,1420704.953,6044176.152,11909663.75,23904602.24,-1192.0563,-668.5834,-520597.0998,-1057503.672,-2278450.261,-4883782.31,0.9513,0.60299,2.178,9.8305,21.2173,18.555,15.0687,18.1071,12.6066,10.8602,9.0784,115.5212,0.4679,-1876987.963,-1615825.449,-1295458.695,-1110369.229,-1017616.754,-841683.2319,-685075.2822,-511208.8929,-388608.4575,-316121.6034,-270946.3548,-202358.5432,-142100.6207,-105883.4813,-87825.9571,-72943.5287,-56511.9045,-49064.7392,-40547.5375,-34001.9346,-23008.3168,-10949.7901,-10166.2346,-14060.8987,-13599.9427,-11777.5226,-10169.9268,-6039.9525,-5024.0618,-4328.0752,-4095.7981,-3595.3165,-2495.7585,6.7369,3.203,1
4,487.8220627,1241.232495,3128.810096,1751.781042,794.232348,1345257.73,0.14731,-270.0711,-2969.3564,-1485.4301,-2211.6004,-255.3579,-863.8573,-9406.2037,-809.06,-16117.3683,-298.5502,-21.3547,132.0789,18.3207,0.71782,40.1062,10.5462,226.7766,30.4565,433.7754,-162110331,-193661821.5,-254280980.8,-365554208.5,-1047814604,-2062202895,-8402809175,8379.1345,78290.7823,203498.0506,2176152.528,4351208.361,8692044.736,45286.6345,115403.4237,277002.352,1347858.498,5754371.177,11451653.21,22935797.45,-1496.1807,-695.7586,-517620.3051,-1051764.651,-2266174.388,-4857638.496,0.93849,1.0368,6.5089,36.4949,82.593,62.3305,31.189,40.1919,28.1018,23.6488,18.1734,165.0548,0.55189,-1907224.809,-1532739.642,-1195842.275,-1005544.505,-943042.3084,-829468.6383,-685998.9599,-523728.2317,-396182.403,-317176.8134,-263838.7457,-179877.7124,-119083.1503,-85842.1044,-73341.2634,-66464.0686,-51127.3157,-44483.9483,-35406.1267,-30412.7823,-23122.8585,-9588.219,-9344.4719,-13859.5147,-12856.496,-11336.989,-10163.105,-5433.6103,-4366.3544,-3926.3371,-3865.7732,-3444.0081,-2503.496,34.3305,3.1695,1
4,532.1190414,1166.500244,3254.848811,195.7992967,423.5712661,1669174.207,10.5605,-337.3917,-577.097,-3644.8348,-4607.7811,-14314.989,-11138.273,-12838.6891,-176.431,-8053.1756,-339.2109,-21.5964,168.715,4.969,0.47814,13.3008,218.8199,384.1226,8.0196,230.7617,-167372266,-200178641.5,-263157820.9,-378904928.2,-1089782323,-2145268963,-8748304937,8576.4923,79988.7504,208456.0275,2230220.436,4460894.173,8929213.655,46832.7294,118561.5599,280355.3819,1379194.646,5874774.831,11794343.14,23566347.58,-1536.9456,-698.6097,-521533.1824,-1059849.647,-2283468.819,-4894476.426,0.39728,0.5748,3.5324,18.3121,40.9068,37.8686,37.9129,49.0843,30.106,24.8291,15.7305,175.8172,0.41435,-1873102.572,-1518044.709,-1229406.574,-1066107.043,-1007132.294,-868757.936,-706517.5137,-545674.5813,-421932.9205,-338359.9766,-274236.3595,-190145.8142,-129201.472,-95125.7694,-80791.132,-64565.9343,-48933.9492,-44445.3766,-35304.6976,-31110.4548,-23201.9343,-9730.5812,-9527.272,-14499.6195,-13927.4619,-11783.2871,-9932.3326,-5678.9353,-4638.6558,-4145.9287,-3773.5532,-3417.1636,-2488.0987,5.4338,5.2713,1
5,600.5084218,1081.275302,3275.210373,102.9195255,185.7944207,1658428.668,1.6053,5.5191,5.2429,-44.8234,-147.3805,-8.6865,-30.2239,-1951.7585,-371.9094,-15420.5663,-781.4711,-291.0312,28.4486,9.5887,0.0046362,0.4086,1.2978,62.818,21.8704,443.209,-56310195.28,-67727625.84,-89506842.83,-129579596.9,-375947341.4,-741979799.4,-3042063128,3135.4633,29484.083,76623.474,819023.0561,1638458.148,3282880.613,17146.6902,43366.2447,104138.4812,507840.9701,2153248.539,4344836.294,8666212.733,-1872.3739,-905.5205,-422162.0213,-859468.8244,-1854591.921,-3980491.186,95.4505,54.828,23.0184,299.2632,1250.0596,1796.831,1276.0455,1576.5198,-336.4513,346.5392,899.5423,177.6441,82.9278,-1859328.426,-1399674.259,-1083124.53,-905433.3304,-828113.0495,-701662.7054,-520728.2373,-370732.3237,-262894.6628,-196527.3145,-172544.6363,-160088.3573,-81589.5628,-43846.0425,-27974.5815,-26107.667,-13002.1821,-5975.2999,-7441.2039,-8784.1603,-11955.2741,-9374.0015,-8906.6036,-4719.605,-3264.7481,-4582.0984,-9806.3966,-5932.7215,-5857.084,-4862.9374,-4037.5865,-3321.0018,-2618.7648,4963.2197,1.5313,1
5,590.7963713,1073.178259,3182.968699,120.5603534,321.0184361,1731942.346,1.9858,7.9853,3.6831,-90.796,-161.8061,-146.2062,-17.5666,-1630.037,-576.5155,-21232.2501,-741.8111,-242.836,19.8313,13.2995,0.0059914,0.51052,6.3156,36.1155,29.4635,577.3841,-50710598.73,-61059615.46,-80780025.24,-117085912.6,-340332125.4,-671929717.8,-2756861867,2862.2652,26799.906,69688.7944,744595.6819,1489674.848,2985813.184,15695.0514,39440.0424,94775.3825,462203.455,1956277.92,3953969.728,7882628.807,-1821.2029,-852.4276,-413475.662,-841972.3802,-1817117.373,-3900578.239,130.7323,76.8695,35.1709,204.79,827.2477,1443.0182,1157.043,1440.9688,-377.3318,-392.3764,802.002,250.3763,109.6956,-1849227.784,-1463662.848,-1147361.331,-956489.9051,-841417.9532,-646617.2151,-476646.8545,-348115.4315,-249009.4976,-189363.0042,-165126.1769,-155256.0038,-89342.3634,-52454.7502,-31588.198,-28271.5519,-16080.4677,-5968.8598,-5565.4106,-9603.6415,-11505.1642,-8330.6475,-10736.1074,-5911.4553,-3809.7394,-4284.3072,-7855.9673,-6005.3519,-5377.1549,-4534.215,-4001.3696,-3361.4122,-2613.7709,19.4176,1.5833,1
5,562.3489087,1036.794374,3105.507631,108.1278474,92.16043092,1363345.827,1.1293,5.3217,7.4328,-25.2999,-62.3212,-72.0197,2.2037,-331.3992,-375.1629,-8786.1117,-863.8619,-291.4451,3.2705,8.948,0.0030067,0.25363,4.5364,13.6065,13.9976,245.0084,-43333710.81,-52254065.46,-69268074.04,-100590650.3,-293347724.6,-579707677.5,-2380873663,2491.3827,23435.5828,60897.5702,649714.5363,1299807.921,2603635.867,13599.714,34450.9923,82869.9732,404627.8103,1709417.238,3442837.354,6872691.444,-1922.3978,-892.7488,-400737.4611,-816293.1185,-1762108.023,-3783258.73,83.7573,67.2503,21.5114,129.9052,617.4694,1157.2948,1172.9282,1404.851,51.7503,-1281.2416,765.2868,356.047,181.0517,-1862454.564,-1529830.978,-1207136.933,-1004359.874,-859696.8936,-657540.7358,-490861.8724,-356832.3586,-264360.1491,-203830.5398,-168870.8899,-162142.6197,-95793.8931,-56400.5088,-36503.1889,-27571.8838,-17132.5584,-7199.8939,-3297.7372,-8329.2895,-10920.3404,-7084.8432,-9736.6943,-6639.0675,-3895.2817,-3310.0068,-5146.6815,-5975.1027,-5425.2728,-4757.9292,-4002.4309,-3399.7489,-2545.0627,197.1635,1.5769,1
6,674.2928811,1233.233624,3267.527013,208.089548,111.9415107,1933826.091,2.9115,4.6104,-30.8302,-20579.7593,-6025.2255,-2210.3583,-2390.3259,-5387.8591,-156.2354,-699.8947,-720.2081,-249.2761,105.4077,4.3228,0.082959,1.825,55.1712,171.3657,7.8277,22.9682,-49595388.06,-59764746.14,-79186641.37,-114796699.3,-334522994.5,-660769790.5,-2710840590,2973.4179,26739.0388,69828.7276,738863.9804,1478202.378,2957806.414,16354.8609,41726.6964,95284.4989,464334.5967,1949073.158,3903983.122,7805668.038,-1795.5718,-857.9428,-411917.2959,-838786.9103,-1810294.212,-3886029.174,75.3081,34.2187,82.3996,411.1541,851.501,858.5983,1072.2504,1399.3797,1039.0884,870.4126,404.6962,285.2144,253.6645,-1883235.973,-1584822.165,-1230890.376,-975033.4498,-791595.7546,-661914.3317,-491188.0895,-352564.5231,-264493.0441,-210181.7683,-190274.549,-131842.9335,-80196.2018,-54786.6706,-42843.0904,-28504.6165,-16568.3734,-14693.5379,-13308.8679,-15861.1617,-13715.2364,-8029.7722,-8194.0815,-3684.6015,-1928.8476,-2378.6337,-5977.6738,-4127.1572,-3634.0624,-2962.9007,-2314.1312,-1942.6818,-1885.6751,44.3028,1.7356,1
6,634.0314868,1205.012396,3118.176246,74.10185125,66.93169018,2218999.261,1.9135,6.7716,0.33616,-529.328,-560.3285,-46.9191,-47.0081,-1723.6445,-1103.6747,-30366.4434,-751.0169,-252.5306,13.4571,20.9194,0.0054824,0.91461,3.8701,34.4655,37.1975,740.8424,-51812028.51,-62180951.57,-81976551.73,-118174146.6,-340638874.8,-672280547.9,-2752761616,2934.5393,27692.1746,71947.8189,766804.5478,1532971.151,3057807.111,16008.0435,40694.7205,97848.2981,479207.1589,2034584.865,4022910.611,8068424.106,-1832.6148,-863.9739,-413512.5441,-841692.9122,-1816518.668,-3899300.758,72.9943,27.9833,57.9772,299.3651,671.9294,683.9512,755.1587,1051.4217,1031.3484,840.8082,465.7592,177.4418,239.6689,-1801966.232,-1651269.95,-1287274.148,-1013345.242,-817903.5023,-668942.4611,-486617.0905,-350932.7764,-265471.1785,-210930.5049,-195373.5527,-141544.2696,-87935.5914,-58061.2827,-46692.7337,-34589.2142,-22214.5514,-15224.1345,-13441.4347,-14475.7392,-14900.6424,-9509.1233,-6399.0579,-2312.4763,-934.1281,-2008.5579,-6350.3851,-3722.502,-3077.1599,-2250.7059,-1758.081,-1562.1811,-1680.3761,137.7547,1.7376,1
6,683.0342196,1186.320411,3112.315942,136.0303033,3747.001066,2179452.108,1.4858,6.7887,6.0388,-2.9271,-7.2342,-45.9147,-9.6602,-134.4967,1.1403,-0.21452,-790.1651,-272.6556,4.694,0.053242,0.0052431,0.2941,3.5438,9.6477,0.14037,0.71135,-52911232.99,-63615675.71,-84032211.14,-121520836.2,-351946237,-694816473,-2848115894,2985.9088,28025.635,72852.8504,777775.7942,1555547.978,3111332.465,16339.1864,41168.5145,99001.4012,483476.485,2052089.852,4105982.944,8210859.477,-1874.1506,-884.3104,-416404.7859,-847750.1216,-1829492.996,-3926971.495,123.322,47.1773,39.3472,219.2161,548.8578,656.9798,1131.4091,1280.8829,1042.8906,844.7578,304.7567,113.4354,167.0536,-1899224.844,-1652172.084,-1289937.631,-1016671.274,-812974.6432,-666256.7285,-514542.8428,-352656.7787,-249899.4656,-195129.5525,-179073.6868,-143092.6401,-89932.1531,-59272.9722,-47780.4319,-27734.8383,-16804.7871,-14574.7164,-13522.9136,-17160.9831,-16588.0489,-10798.1577,-8617.0917,-4253.7736,-2687.2851,-3479.8291,-8184.0043,-4681.382,-4129.2209,-3236.7867,-2500.1626,-2164.4239,-2204.583,36.7947,1.6695,1
7,468.3875629,1147.07239,3955.303835,440.182042,554.072188,1110514.977,-39889.5724,-100193.3944,-47617.0952,-69448.3451,-44209.4637,-20789.6944,-192.8144,-7312.8718,-5646.6368,-144244.6017,-323.3659,46.9881,45.2338,82.595,281.2162,486.0427,375.1989,116.963,155.8074,2991.4722,-42875975.51,-51172291.84,-67306612.75,-96590882.52,-277148238.6,-547249225.9,-2240395487,2680.5698,23787.0025,60588.0207,644926.5227,1288580.7,2561461.001,15190.8581,38681.6673,86002.3536,402224.2907,1722877.704,3360901.123,6759944.421,-1369.3658,-535.7255,-393530.5746,-800973.6386,-1729284.534,-3713229.039,91.6639,59.2803,233.4544,584.3266,866.1283,1016.9497,848.7987,494.2846,293.0031,195.2149,280.692,406.0226,4.6908,-1439643.161,-1192449.484,-995353.6551,-790954.7459,-624579.9387,-519918.7508,-424893.6461,-323876.4079,-248165.833,-206300.3968,-181134.7855,-120660.7232,-82115.5273,-57273.1186,-40412.4696,-34225.1491,-32890.79,-28554.2415,-25328.8838,-16979.3687,-14238.7459,-6675.5354,-3264.6893,-3195.2377,-6618.6504,-9101.2884,-7270.3224,-4434.1443,-3456.3139,-2968.0158,-2876.2294,-2412.1762,-2182.8382,23.8708,5.9326,1
7,592.5682545,1215.341781,3967.050874,903.1063384,875.6495434,1796323.599,-23236.7096,-23723.1601,-32069.4926,-67814.9308,-6259.6116,-2129.582,-4125.8252,-6985.298,-9691.1809,-17298.5956,-790.3854,-209.2341,92.5596,100.1628,153.1566,415.2121,52.3539,144.5112,248.5669,345.5582,-11692252.12,-14385635.4,-19525292.45,-28996977.44,-88127356.4,-175862537.9,-730960566.5,879.1834,7737.7183,19687.9743,209140.3039,418479.626,838206.14,6099.2743,13911.9853,28385.9126,131096.4607,551084.5164,1104778.553,2213588.67,-1732.704,-741.105,-303146.3012,-619549.409,-1340262.608,-2882853.673,104.9324,69.2647,189.1759,409.2559,609.6009,898.4658,911.5319,651.1958,482.115,352.468,509.147,466.6859,7.6882,-1457969.538,-1165297.29,-937890.3005,-746954.9146,-606386.1371,-532124.064,-438068.7485,-335610.3747,-255316.5138,-206063.5148,-178219.5339,-123612.7346,-86593.2637,-62155.3784,-41378.9863,-32366.1613,-29284.4258,-23946.0347,-21692.0394,-13406.2086,-11247.2637,-5972.1037,-2799.3809,-2822.4974,-6654.0426,-8857.9132,-6811.5961,-4379.6358,-3440.3922,-2856.7938,-2249.0694,-1799.2464,-1976.7618,12.072,6.1555,1
7,545.7672356,1194.092048,3737.422798,447.6937968,225.3498175,1827286.714,-4960.005,-24326.0071,-12617.8464,-281109.3539,-70709.3473,-449432.4558,-504769.7553,-6968490.673,-441528.9695,-14119996.52,-911.5931,-242.2161,50660.5469,3967.4629,53.1201,198.7147,7246.6664,117496.5344,9052.0438,213196.6615,-10476340.94,-13148376.85,-18625118.53,-27922035.09,-85899166.88,-171785758.4,-679106796.3,2012.9789,16661.6107,42852.4879,348793.6654,690919.8633,1217751.823,12966.9786,28858.8946,72161.6855,339198.5467,1118830.033,1926850.252,3305445.689,-1830.2741,-768.606,-295288.9344,-600516.7472,-1299325.674,-2793887.557,156.9424,100.0854,256.9346,568.5584,743.162,796.5541,752.6508,603.518,437.1296,267.8058,342.3638,439.7999,14.8676,-1494260.166,-1191377.805,-945361.4018,-745222.8059,-606495.7174,-519368.1227,-432527.2047,-330563.9319,-245294.9375,-193147.8331,-169777.9407,-117750.6387,-80100.7218,-58442.1731,-44747.3009,-35689.2532,-29856.7824,-25338.6788,-23267.7467,-16002.54,-13091.6001,-6225.4533,-3076.1938,-3227.6359,-6808.3418,-7472.5569,-5716.3934,-3686.9693,-3148.7728,-2682.5748,-2216.6874,-1923.5239,-2010.5172,38.0344,3.4889,1
8,597.0531046,1352.338716,3274.395688,319.7003851,674.5090129,1555852.562,2.5999,7.9804,-10.5125,-538.1146,-157.2276,-2237.7964,-154.8393,-3880.6697,-256.4061,-10867.38,-698.3769,-228.4893,63.2583,7.4923,0.0072152,1.1427,51.0548,135.5189,15.0567,343.4804,-41823250.71,-50328415.92,-66492385.24,-96197065.29,-278837359.6,-550633195.7,-2260400244,2382.6311,22279.018,57976.3242,620212.0396,1240682.315,2485893.852,13061.1418,32934.8403,78545.9916,383656.5273,1630240.27,3290989.499,6562327.456,-1759.9807,-826.5811,-396348.5639,-807303.0858,-1742847.377,-3742176.017,99.4037,186.2553,487.875,1346.0209,1582.0266,731.8167,899.8528,1429.3312,285.0552,680.9706,756.438,344.9879,-529.9264,-1853518.795,-1607435.122,-1293713.707,-1060491.163,-856066.9658,-671402.2581,-489282.2864,-358956.7105,-272790.7898,-201469.0248,-148017.2261,-96444.8052,-57133.9668,-41516.0464,-44818.9051,-31116.3499,-15251.6505,-9954.3519,-7061.0835,-10653.2859,-12924.8441,-7216.3239,-8401.1749,-3119.8603,-807.2327,-554.1494,-2693.5399,-5445.9683,-4681.0521,-3922.2129,-3368.2931,-2805.2843,-2562.6824,1896.5547,1.5669,1
8,605.9428457,1329.57348,3330.553058,161.8798368,1028.591544,1770282.403,3.6066,7.0255,-11.3494,-426.1765,-428.036,-1700.5996,-81.2904,-4131.3458,-2241.9195,-61103.0416,-680.5009,-191.1785,31.3105,37.3628,0.050741,1.0338,57.2648,80.2297,68.5427,1381.2231,-50362735.71,-60731678.62,-80501582.35,-116975914.7,-341514626.7,-674677291.4,-2770674018,2845.9944,26606.7209,69245.5803,740859.1169,1482588.134,2974935.717,15527.1268,39325.3317,93816.7485,459175.549,1941921.83,3946572.867,7856520.026,-1757.7327,-800.9964,-413812.7366,-842821.9145,-1818936.762,-3904455.014,218.6058,353.6001,750.4335,2094.177,2425.8517,1379.4513,1020.6675,1228.0278,-1397.9209,-507.5515,599.5949,370.5266,239.3253,-1830500.5,-1506025.719,-1242129.119,-1016148.417,-811556.6724,-628600.4382,-442000.5933,-319187.5063,-243734.571,-174847.954,-129564.4538,-85682.0169,-46065.2893,-29362.3713,-33921.407,-29771.4849,-14026.4328,-4677.9015,-4050.8023,-13519.1887,-12274.2344,-6969.1893,-8476.1678,-3867.6598,-2215.6744,-2666.4119,-6566.6159,-5949.9979,-5148.1852,-4438.4344,-3688.8884,-3162.5305,-2787.3234,12744.6598,1.5419,1
8,614.1762786,1355.202945,3307.894025,246.0503668,622.4837271,1876014.433,2.9757,7.6828,-14.118,-157.7038,-999.0922,-392.1337,-125.2292,-5134.7801,-3603.8478,-82128.0139,-699.039,-246.0533,31.655,53.6578,0.0097177,1.0282,17.0461,95.7461,88.149,1740.4302,-52239428.57,-63616982.21,-84450107.61,-122943190.3,-359822242.6,-711009316.1,-2920366634,2972.1789,27897.0401,72521.1163,775757.8584,1552553.648,3116227.062,16223.4542,41019.3743,98736.9158,480487.2852,2032193.437,4135556.294,8230766.315,-1772.1986,-858.4755,-418388.3226,-852139.9374,-1838894.724,-3947013.781,268.6361,388.7386,691.0819,1763.0812,2027.0827,1043.4278,986.0332,1254.2477,-1028.803,367.6772,454.2216,303.6297,234.7961,-1886495.927,-1534052.115,-1233751.405,-1019813.423,-832910.3099,-599049.7576,-403309.7933,-289146.6205,-226359.7466,-176788.5372,-130822.2257,-88686.6302,-50767.2896,-34881.7774,-38461.5041,-30704.9815,-14320.9213,-5182.0261,-5483.9143,-15319.7662,-12003.9287,-7592.5139,-7484.9472,-3346.2271,-1870.3153,-2733.2963,-7326.6653,-5926.9043,-5246.9649,-4463.661,-3800.4002,-3230.8607,-2814.4232,5931.9894,1.5423,1
9,690.9035785,1121.59864,4110.419537,106.1172103,920.0921849,1740469.397,2.136,9.2401,-97.2226,-1192.2129,-413.695,-922.7437,-85.337,-393.8855,-573.9965,-5839.6912,-727.8311,-224.3481,7.8043,10.6584,0.0054888,2.2648,32.0925,13.7009,18.4551,146.0953,-70088041.51,-84322930.65,-111555331.3,-161660423.3,-470031954.4,-927803585.7,-3801075534,3911.2804,36494.8881,94945.6298,1012018.774,2024526.546,4052969.056,21543.0316,54059.8272,128478.9783,630847.4802,2665711.291,5353068.316,10697093.58,-1835.6674,-850.5298,-442102.4298,-899781.82,-1940918.258,-4164545.401,8.193,4.9886,9.1685,87.0311,316.6021,601.9987,1107.3282,1434.4657,1271.5703,536.8443,279.1614,44.5984,7.5652,-1752195.243,-1404318.145,-1200818.481,-1066061.604,-908088.8546,-705320.9566,-563963.221,-454694.3889,-334545.0911,-257517.9342,-221507.5455,-170641.4603,-105635.9546,-68172.3743,-46308.6291,-28628.9407,-15741.5102,-11951.0711,-18777.973,-17920.0708,-12573.2241,-14114.4004,-7839.3692,-4978.6589,-4760.9166,-7950.6766,-7610.2649,-5568.9928,-4845.2693,-4276.1395,-3790.6375,-3214.6285,-2519.4112,8.9798,3.742,1
9,684.0394336,1200.32956,3806.775119,69.15749053,1104.128878,1302566.281,3.4144,9.0464,-79.8125,-146.5143,-1175.5695,-376.247,-540.7233,-1534.0749,-762.116,-1758.7619,-696.79,-211.7025,36.6183,11.9982,0.042743,2.4499,11.2505,47.7086,29.6,58.3843,-70601647.01,-84951427,-112447231.6,-162981177.3,-473914766.5,-935820932.3,-3832962215,3965.6789,37158.405,96580.0553,1027933.487,2055845.514,4109352.002,21709.2578,54620.3584,131029.6785,641310.488,2716234.674,5413791.128,10843054.34,-1809.8784,-840.1929,-442886.6251,-901327.0024,-1944226.65,-4171598.568,14.9641,12.5153,25.0191,107.465,233.1879,467.1564,1273.5817,1253.4711,887.5287,724.8863,434.5705,65.903,10.7184,-1787047.734,-1462702.966,-1182139.436,-986871.019,-874061.1673,-675180.6653,-536674.6978,-435556.7425,-326560.8153,-247645.308,-206937.8736,-152220.0216,-101777.7427,-71686.7018,-48138.935,-26555.2886,-12526.4402,-9596.7912,-15948.4908,-15188.8064,-10991.4368,-12882.7871,-6788.2549,-4164.3544,-4118.7587,-7478.446,-7589.2676,-5377.253,-4626.5547,-4207.8558,-3613.8776,-3207.0914,-2506.67,6746.4784,3.9943,1
9,695.4980887,1132.271131,4130.024659,182.7259133,1106.233786,1660437.787,3.5646,11.2088,-165.913,-117.2768,-444.5298,-799.6453,-45.6887,-759.1529,-68.5953,-502.4954,-644.5725,-199.2238,18.8071,2.4884,0.011638,4.2786,29.2761,33.9051,4.196,19.3318,-69566924.19,-83457367.31,-109989004.1,-158650479.1,-457720369.9,-902740770.2,-3694020910,3828.7928,35912.2715,93410.7591,997408.0822,1994619.112,3987730.402,21047.2165,52914.9572,126470.6567,619486.0545,2633514.156,5260096.962,10523392.36,-1755.2405,-824.9755,-439637.2066,-894565.1679,-1929748.719,-4140734.166,8.6832,5.9517,16.2394,128.4118,419.8618,731.7364,1193.4059,1464.0552,1312.2902,583.0081,298.071,43.526,8.1177,-1758328.958,-1468112.875,-1272779.529,-1093731.72,-875684.4939,-661286.0121,-528664.1864,-438000.0983,-335671.5763,-259915.4177,-221467.4498,-165748.1629,-101703.2245,-65048.7221,-44001.8149,-27401.7506,-15574.5015,-11622.8719,-18280.8698,-17392.9149,-12503.12,-14247.0655,-7993.7101,-5030.5694,-4810.4241,-7900.8525,-7434.3982,-5074.6601,-4530.977,-4197.3908,-3712.9487,-3130.5941,-2505.9313,213.386,3.792,1
