id,f1,f2,b4,det_entropy_log_1_coef,det_TKEO_std_3_coef,det_TKEO_std_6_coef,app_TKEO_std_3_coef,det_LT_entropy_log_1_coef,app_LT_entropy_shannon_7_coef,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_18,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_20,tqwt_entropy_shannon_dec_27,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,class
188,683.493541,1333.191323,655.1617824,-642.9682,3.2733,19.234,75757.029,-1792.348,-476299.5837,24.3876,201.9227,526.3963,593.9085,404.8226,391.3297,1.3742,-30754.8406,-21540.5543,-20075.2762,-15206.414,-6115.2003,-3269.7086,-11231.2454,-9574.409,-6715.0473,-5462.2671,-4693.7434,-4031.7161,-3549.0256,-2521.0122,1
188,688.7997667,1379.53062,1374.501926,-684.7379,2.002,78.8396,80923.1643,-1838.4467,-482475.863,20.6414,198.1505,478.7927,498.5075,391.5816,524.0424,1.056,-31633.4488,-22887.5022,-20682.9947,-13689.0798,-5629.9552,-3335.6865,-11563.5643,-9747.1165,-6562.9863,-5294.9072,-4535.1431,-4145.8912,-3463.1234,-2519.7714,1
188,715.837998,1470.902039,268.4675762,-497.9496,23.4246,304.015,79352.4955,-1647.8526,-483685.2527,46.0525,189.9083,607.075,755.7641,402.6854,203.3179,0.87554,-29109.399,-19528.9527,-20353.1463,-18926.8586,-6645.387,-4315.2491,-11294.6178,-9535.5051,-6166.8022,-5133.397,-4478.3821,-4055.635,-3562.2428,-2488.445,1
189,794.2702644,1438.940087,516.5924179,-627.0634,1.1936,2.5987,82899.5984,-1784.8425,-485158.8573,211.5399,746.655,950.0662,499.482,369.1924,525.7789,0.54076,-23188.924,-23077.6468,-20955.6024,-13290.5405,-6060.5092,-4337.5532,-11524.7247,-8991.7788,-3319.9058,-2537.1537,-2398.7035,-2384.4589,-1829.4951,-1663.5789,0
189,698.060859,1442.000225,179.6104332,-599.7443,1.0773,38.393,80865.1784,-1756.9901,-480266.9125,190.7817,674.6187,908.5572,836.3852,509.2359,611.08,0.24288,-24430.7107,-18265.8274,-19420.2879,-12381.8775,-5182.3953,-3435.3078,-12420.3955,-9945.9461,-3603.9009,-2796.8504,-2795.2993,-2596.0234,-2133.633,-2078.2969,0
189,755.8107598,1458.349881,242.3183231,-600.3409,0.88159,16.8766,78845.5857,-1754.8337,-479665.7923,165.9894,785.6867,987.7905,659.8488,401.2694,489.6098,0.48229,-22721.1378,-20362.4325,-20953.4253,-13758.9784,-6400.4356,-4056.4662,-12867.3576,-10098.8198,-3749.8343,-2788.6237,-2587.7655,-2659.2162,-2125.313,-1822.9637,0
190,585.2042739,1103.599434,118.8197099,-644.7504,3.0931,41.086,68163.6092,-1782.9885,-464737.1817,0.69951,155.9399,80.2755,51.0341,48.3149,87.4635,0.48576,-46889.0771,-40436.2484,-33126.3313,-22700.0195,-12135.7197,-5729.5779,-11830.8029,-10245.019,-5620.7302,-4790.1141,-4367.0094,-3888.9344,-3373.7909,-4007.2925,1
190,577.866117,1103.188444,449.670613,-564.2669,8.6047,166.9546,64158.3638,-1690.4337,-457375.0383,0.61733,69.6383,68.7588,54.3405,54.6412,96.2278,0.50395,-48157.1612,-40917.2841,-32305.2552,-22406.1909,-13497.4694,-5872.5136,-11553.1381,-9489.2166,-4870.7174,-4218.7701,-3986.4404,-3851.1972,-3299.5819,-3797.5711,1
190,609.752314,1089.540488,219.438648,-600.6641,8.1112,146.2065,68011.5398,-1732.2771,-460601.4315,0.70633,65.8772,89.0547,68.2564,63.6717,102.9765,0.37547,-46264.6191,-38564.6829,-31430.0956,-22092.2513,-13002.5439,-6096.62,-12258.3428,-9971.0492,-5759.3347,-4853.0077,-4344.0377,-3920.9516,-3358.0203,-3952.0939,1
191,652.8544626,1089.484204,234.7224795,-889.0979,0.22419,22.8959,31760.6151,-1945.4721,-392523.9322,16.6277,978.795,1020.0601,1089.7765,479.7848,177.2752,185.669,-22215.7731,-15524.8402,-18754.6091,-21555.2384,-6964.3127,-7635.3605,-3259.1685,-4374.3891,-3547.4644,-3079.647,-2783.351,-2607.8856,-2216.5687,-2782.2961,1
191,627.6029227,1083.53822,236.9745884,-797.3173,0.28149,55.2554,31864.7853,-1853.9254,-393704.2961,8.0601,996.9246,1229.1758,1201.9436,631.2877,278.6377,238.8431,-19663.6094,-13722.4716,-16738.9116,-19041.6803,-6027.8162,-6659.842,-2683.6564,-3979.9095,-3797.7536,-2990.5878,-2624.7463,-2515.5546,-2365.8579,-2906.1312,1
191,655.5981564,1079.907722,908.007019,-879.3956,0.41473,3.1491,29982.3381,-1928.6899,-387224.1106,17.3321,675.7185,947.283,1010.7603,478.0918,114.3442,215.2142,-23407.2766,-16406.8184,-18351.5099,-23105.8921,-8425.0183,-7684.5413,-3175.1775,-3764.4746,-3646.6509,-2746.9234,-2540.1617,-2575.8089,-2159.7183,-2844.4203,1
192,755.9693533,1486.843148,354.5003642,-522.4465,3.9219,82.7223,98844.7502,-1697.5401,-508312.3556,92.2753,895.787,1373.7883,1234.1742,605.2393,609.7598,0.63755,-17502.2397,-13648.8994,-17261.7668,-12501.0067,-6359.6881,-7381.4315,-13671.7357,-9912.8482,-4315.5387,-4358.8884,-3160.8297,-2421.6402,-2106.993,-1953.1167,0
192,690.0373361,1475.095039,131.1078958,-391.2597,38.5385,597.7097,117409.9556,-1342.712,-502751.4364,41.1099,429.1635,1061.107,973.4535,562.7887,592.325,0.53924,-14395.8093,-10167.7478,-12984.1282,-8843.4639,-3459.4622,-3920.078,-11255.2288,-8806.516,-4341.2042,-2971.349,-2039.4082,-1554.8785,-1228.6959,-1004.4971,0
192,733.2194983,1516.632184,646.4835453,-607.2392,2.9917,91.7879,109792.5563,-1793.2846,-522107.8415,156.0363,619.6639,1576.3851,1153.0764,566.0447,460.3357,0.39695,-14003.891,-14313.7171,-16956.2538,-14421.9985,-5461.4883,-10118.7972,-14410.1369,-11264.1841,-6672.2231,-5098.6061,-3773.276,-3036.2418,-2478.3748,-2491.0711,0
193,666.9187716,1057.86944,295.8486731,-781.5651,1.4317,19.4177,53539.482,-1892.2821,-444636.6288,30.262,250.9638,1125.2774,1078.4841,987.4509,765.3876,29.3709,-20686.7106,-15133.8576,-11349.3317,-10742.1669,-12274.7148,-3276.0844,-6160.087,-8401.5652,-5490.0455,-4801.4751,-4157.6239,-3349.4744,-2959.4655,-2548.4202,1
193,665.6288827,1045.848404,149.5055822,-614.8114,304.4298,1004.4598,60102.8788,-1717.6218,-442585.2476,10.7001,751.3655,815.944,881.5901,905.4368,656.0843,17.0278,-24846.1533,-18885.1886,-12805.2835,-12563.2112,-11860.9305,-3256.3754,-6878.6249,-8437.3105,-4964.9456,-4607.0312,-3934.238,-3442.8816,-3114.0229,-2519.6102,1
193,667.2113064,1153.934797,345.0207347,-706.3637,1.4604,7.0687,53087.1126,-1816.9151,-441290.2919,13.7589,512.48,860.8607,896.7706,872.4688,630.1289,16.0071,-23889.9627,-18626.9393,-13275.6216,-12868.6532,-11607.1672,-3117.4511,-6811.372,-8582.7258,-4745.3721,-4117.142,-3754.7143,-3286.7059,-2782.1007,-2541.2058,1
194,745.0161408,1589.64397,914.4131652,-511.1851,1.5926,55.7344,131990.6683,-1718.0705,-533550.4959,100.9827,624.0523,1302.7455,854.0591,970.7947,440.6187,1.562,-18633.2199,-18801.2956,-12263.3709,-14510.8337,-1784.63,-13312.3245,-10198.9129,-7694.3096,-4454.3548,-3522.6172,-2609.8268,-1999.1329,-1514.146,-1321.8018,0
194,712.6337224,1616.755318,603.5946,-396.9176,2.512,35.7792,131383.3315,-1605.2058,-532122.8331,39.6457,558.4769,1349.867,988.5648,1086.9498,546.4133,1.3081,-17913.6131,-16578.3425,-10740.9392,-12985.9533,-2465.6358,-14284.0115,-10778.8332,-8277.595,-4518.683,-3758.61,-3007.4868,-2233.0113,-1687.9569,-1623.9812,0
194,648.8811548,1401.090802,942.509711,-453.6188,5.3322,16.1876,131213.9994,-1662.6431,-530960.1196,169.2233,423.1272,1114.6691,959.3355,1059.0833,532.6659,1.5518,-20966.3706,-17235.3801,-11008.2157,-13396.2889,-2123.7253,-13846.1279,-10480.3922,-7945.9973,-4204.4409,-3425.4628,-2627.6435,-2037.4738,-1574.5949,-1407.7276,0
195,632.780443,1192.124616,606.3016158,-682.8375,2.5391,14.1346,48218.0758,-1782.7225,-431836.4427,47.7412,627.3336,1448.3749,1159.6892,856.6767,503.7106,87.1065,-16088.0773,-9756.4794,-13434.4572,-13861.353,-10553.3164,-2982.5149,-4537.5113,-9874.6646,-4922.8535,-3982.2031,-3115.1598,-2452.6516,-1988.1512,-2265.2121,0
195,619.4843349,1192.017426,565.6960613,-701.87,1.2792,11.6181,39821.6239,-1775.7653,-412678.3395,23.3203,548.0048,1291.4185,1056.7069,1049.6131,438.2582,259.1535,-18633.0635,-12570.6314,-10369.6318,-15476.1148,-7669.1751,-3032.2739,-2041.8111,-5742.4459,-4570.1159,-3501.4542,-2802.9955,-2248.4498,-1896.8543,-2239.6343,0
195,652.5411551,1216.165098,510.5236015,-721.7064,2.5067,29.0382,47610.3066,-1821.5885,-428252.1186,88.4225,941.4308,1404.6423,1049.809,909.5343,473.4008,88.3381,-15648.172,-9126.4232,-12485.3363,-14253.1506,-11165.8179,-3157.847,-4570.3828,-10042.5847,-4683.3075,-3805.1568,-3227.9358,-2457.2977,-2011.1442,-2348.4448,0
196,791.7574578,1230.828585,134.0586199,-612.5385,1.2607,10.507,105201.3331,-1796.5052,-507313.7356,30.3632,1284.596,1209.7605,910.2322,364.2433,321.7389,0.089463,-19670.434,-17496.6924,-20036.8406,-15989.8029,-8749.0392,-10730.0165,-14065.4386,-11536.8532,-5078.8191,-3950.2659,-3386.379,-2823.2393,-2463.7433,-2704.9872,0
196,847.7873263,1252.125086,3808.918748,-652.6025,1.6881,14.7065,101734.538,-1828.4166,-505503.9438,38.9425,1568.6142,1162.3562,911.3701,324.1983,296.3973,0.21844,-20671.9617,-17419.5654,-21066.5756,-16493.7822,-9176.81,-10489.1581,-14944.9763,-12290.4994,-5522.2312,-4429.5057,-3736.3685,-3023.1737,-2530.5635,-2781.5499,0
196,862.6263907,1258.045246,3791.994105,-642.7119,1.0544,10.732,106653.6982,-1828.7318,-510773.952,43.345,1730.1228,1256.0539,895.6254,280.2492,229.9576,0.031627,-18970.8461,-17751.13,-21778.8562,-17690.9429,-9755.764,-11877.4515,-14677.9506,-11995.1828,-5225.9253,-4453.5274,-3876.8511,-3186.1692,-2657.687,-2939.8332,0
197,606.675248,1220.99151,331.4177643,-668.6872,0.8478,25.2765,61705.361,-1793.7299,-455633.8716,167.4025,721.1612,1282.4698,998.0687,958.884,687.1314,3.1303,-18555.89,-16924.2509,-12112.9631,-11657.5643,-6853.263,-1049.435,-9282.0371,-8586.0543,-3798.3254,-3138.4771,-2793.5322,-2456.7623,-1914.7152,-1861.6751,1
197,701.4432786,1231.600002,354.7795657,-706.3828,0.59218,3.1217,64769.2678,-1837.485,-459801.2882,48.4323,1056.3072,1422.0535,1032.7171,894.0655,729.5626,1.2866,-15968.073,-16482.3823,-13009.1042,-10975.3452,-6867.0868,-1596.8401,-10860.2419,-8562.5389,-4022.7908,-3427.1431,-3260.3693,-2755.5728,-2183.8591,-1915.8811,1
197,637.8048266,1263.577191,674.9802676,-683.3667,0.77827,6.1396,69623.9088,-1824.1257,-466942.6739,81.0619,1141.9652,995.9704,1162.8377,930.883,787.7728,0.74974,-23118.239,-14424.8315,-12128.5654,-10269.3048,-5740.8511,-1941.5375,-11104.7879,-8938.437,-4451.823,-3651.8275,-3164.0481,-2559.2555,-2064.2369,-1781.2085,1
198,531.8942132,1922.747225,88.30111613,-602.0012,0.80687,14.2295,38762.3097,-1679.4187,-410761.1668,37.5367,150.1955,338.6146,841.9044,940.0391,380.8207,26.9337,-33814.5922,-18323.7916,-12477.9545,-15448.6956,-14854.2847,-11089.7563,-6500.9844,-6122.9252,-2421.7619,-1309.4658,-797.4972,-945.7461,-1259.5853,-1041.1104,0
198,566.720335,1773.733231,868.8064495,-448.0301,896.6709,18906.8502,39099.8258,-1474.696,-309108.0156,11.4874,107.9887,367.1052,511.5548,397.2848,323.7407,17.9748,-33775.5655,-23752.0069,-20523.5948,-16020.8528,-17257.5122,-9851.8838,-7081.5402,-6178.1145,-2419.0209,-1335.2972,-857.087,-962.9,-1226.286,-1097.3054,0
198,508.2444661,1644.508063,262.9597846,-493.3357,3044.8422,1662.0682,33603.0307,-1562.0949,-403213.7619,50.7898,25.2872,236.8585,361.2295,231.0982,144.886,23.6818,-37414.4389,-26926.1146,-24174.16,-20175.1871,-19326.6094,-9609.8368,-6771.9454,-5660.6696,-2124.8593,-1334.9284,-793.3446,-800.2409,-904.0402,-833.278,0
199,580.3618583,1160.289433,457.5486289,-781.9379,0.56215,29.6012,37668.1002,-1855.8397,-409490.094,57.5593,1203.1408,632.3295,989.0712,877.7643,234.4746,196.5144,-28773.936,-16530.4543,-13262.5103,-19343.8054,-8376.257,-5199.9417,-3118.3703,-6114.0949,-3268.2491,-2742.3736,-2774.3806,-2691.5024,-2302.485,-2786.6106,1
199,593.3612836,1143.789501,343.2410514,-765.8716,1.296,48.398,34307.845,-1830.091,-401398.4139,21.7571,459.3879,787.3542,952.7395,958.0428,429.8054,199.2932,-26875.7753,-17458.1968,-12487.7581,-15505.7252,-8356.4686,-6196.7667,-3137.8158,-5090.7092,-3856.5725,-3229.5627,-2882.61,-2772.8866,-2376.9919,-2885.5901,1
199,587.1288086,1197.04135,602.4847725,-785.083,0.74085,11.2517,36492.3019,-1853.069,-405983.4214,24.4523,689.9894,746.3669,1086.35,1042.7586,404.3344,186.2823,-26916.5796,-15543.5525,-11288.5921,-15768.7798,-8194.4509,-5992.9109,-3301.9889,-5596.635,-3317.1139,-2841.9483,-2809.9576,-2786.145,-2178.4451,-2742.7447,1
200,575.6707049,1155.783999,424.9978469,-441.3093,1072.6764,19722.6878,77339.8326,-1558.04,-466933.6352,1.3702,140.097,235.9182,287.4761,210.083,186.4078,0.92917,-38330.4084,-27627.5702,-24122.8494,-19828.5116,-10510.8307,-5475.1134,-11403.4745,-8630.9865,-4842.395,-4052.2827,-3807.1016,-3760.202,-3297.8005,-3737.4838,1
200,595.2687979,1120.339957,245.9809706,-630.6258,1.1977,11.0919,72157.8774,-1775.6367,-471599.4563,1.7467,100.7133,231.4656,237.3774,182.8391,200.3611,0.6159,-38594.6392,-28874.0998,-25504.4747,-19040.176,-10761.6269,-5981.081,-11378.2925,-9631.1258,-5009.3016,-4139.3847,-3870.2052,-3851.8392,-3411.0905,-3809.3616,1
200,512.7598144,1195.709756,694.8394681,-424.7654,905.8399,112.4379,82972.8171,-1562.8998,-467653.7767,3.0664,196.4546,179.2211,194.3138,164.132,227.0356,0.49669,-40654.7329,-30959.415,-26353.8443,-18338.6551,-9139.5372,-4811.0012,-12177.3233,-9615.0221,-5154.3873,-3988.7118,-3590.4844,-3752.57,-3209.8018,-3740.2261,1
201,981.1761467,1440.906456,373.4104699,-509.0357,5.5569,1567.6524,103806.7538,-1682.8404,-503561.4761,3.8389,228.0302,233.7789,325.8527,297.4749,259.9665,138.3899,-25220.412,-18127.4752,-14381.5899,-11495.5858,-7510.9185,-1599.2302,-2261.776,-3443.5388,-1515.5621,-1329.095,-1534.991,-1266.7272,-985.7092,-817.7868,1
201,870.8105226,1476.020748,310.0520308,-416.2533,4.5209,88.8025,108199.5688,-1598.9996,-503619.849,6.9913,234.8981,368.9092,578.8477,662.7919,607.436,222.2086,-34094.0977,-23442.1502,-15904.5649,-12507.7778,-9817.726,-1402.6992,-2701.9939,-4734.1161,-2527.4658,-2091.1221,-2271.5629,-1924.3874,-1533.3073,-1361.7788,1
201,909.5254029,1504.854777,364.2500519,-396.0252,3.9084,132.8203,111318.8056,-1585.9077,-510289.913,10.4232,250.9766,376.1252,598.8719,600.3169,572.9836,215.9943,-33491.4409,-22318.4764,-17310.5165,-13088.0254,-10424.1916,-2302.8414,-2691.3185,-5977.428,-2900.1112,-2408.7246,-2496.1039,-1920.1075,-1573.479,-1357.4793,1
202,688.4162382,1565.387194,366.1915002,510.0216,6665.1293,30159.3757,147099.9183,-529.3761,-286038.7813,5.559,5.3042,10.9396,8.8996,4.5152,5.1267,1.9572,-64748.0715,-54195.1511,-47656.2065,-38122.7147,-19915.2528,-13349.6838,-10561.4496,-9009.407,-5306.3589,-4264.0614,-3784.6143,-3820.3783,-3471.8339,-3647.7301,1
202,715.7127141,1551.337247,324.7904453,37.6275,6162.5143,2661.8243,36054.7835,-990.0031,-316738.2478,2.5035,5.1309,13.0946,11.9721,5.97,5.4454,2.4249,-63679.2675,-51125.4935,-44766.5293,-37321.1962,-19813.3123,-15924.411,-9663.2216,-8756.4082,-5452.1353,-4330.1794,-3931.8674,-4134.0641,-3756.8815,-3578.6089,1
202,709.3230762,1607.413696,266.7638037,473.7625,13464.369,26833.3947,168466.1054,-605.2044,-364534.2373,3.2437,4.7047,13.9905,13.0468,5.5808,5.115,1.582,-62367.7113,-50370.4074,-45728.4615,-37931.2428,-21299.8161,-14818.2739,-10874.0119,-9700.2691,-5040.5605,-4220.3057,-3879.6225,-4064.4484,-3683.2064,-3515.4217,1
203,648.6932995,1252.787426,361.3643148,-598.429,3.8585,140.529,72863.5167,-1755.4206,-472729.1413,0.91975,29.9272,89.4823,87.1911,65.5364,35.7312,0.40983,-45047.4171,-36034.3207,-30157.0328,-27700.3089,-16446.7707,-9206.4431,-11979.7342,-9954.7633,-5221.6522,-4570.4433,-4419.7449,-4230.8212,-3858.0393,-3620.785,0
203,624.9069885,1245.381683,241.2393768,-620.8919,2.3077,32.5941,74186.4821,-1772.3111,-470991.7635,0.74544,18.0541,72.5944,72.1897,57.3869,38.4177,0.28943,-46521.0719,-37264.5078,-31065.9522,-27266.7501,-16247.993,-8986.7477,-12419.5909,-9951.5627,-4915.4747,-4222.7622,-4098.564,-4083.2126,-3639.8718,-3608.3325,0
203,625.3190625,1227.479065,310.1141658,-592.9477,4.3774,112.4211,73091.8779,-1736.9659,-470092.6007,1.5143,25.3466,65.827,76.5838,55.4966,42.07,0.66573,-48036.5333,-36335.8929,-31118.8394,-26231.7941,-16049.4165,-9224.0888,-11047.9348,-9414.7164,-4603.4459,-3432.8944,-3148.2995,-3911.2099,-3481.6986,-3604.2545,0
204,593.8221343,1414.143813,534.7941611,-452.8279,15.9232,92.1081,55301.9246,-1558.599,-440842.4996,0.70721,12.8706,67.8886,111.6921,127.731,78.3529,3.4424,-46912.7393,-35170.8149,-26453.9424,-24683.1783,-12417.9836,-4626.7811,-9236.5917,-9686.5629,-6444.5069,-5493.7486,-4621.5686,-3819.8021,-3009.9665,-2512.103,1
204,648.0784042,1487.127264,143.8478363,-470.3457,6.4985,120.7718,54230.9924,-1580.979,-438080.248,1.9865,22.5682,138.5359,162.3572,89.1633,103.6691,13.2579,-41083.2394,-32268.7326,-28590.5389,-22839.8765,-13220.9564,-4285.9875,-7393.0062,-9728.0218,-6213.9309,-5400.5347,-4493.8341,-3826.4894,-3343.7969,-2503.9252,1
204,664.6768496,1434.98835,141.4169152,-448.262,3.8689,118.5855,56258.8776,-1563.759,-444481.7271,2.653,38.7987,97.043,111.4803,83.4413,53.3626,16.0844,-44049.6953,-35222.1033,-30085.7783,-27073.6886,-11293.0862,-2875.8788,-6993.893,-9024.4502,-6635.6228,-5485.0592,-4396.5188,-3585.2262,-3194.7884,-2507.5782,1
205,784.1308194,1434.425202,91.49780044,-582.3224,1.713,10.0056,88296.2744,-1748.4234,-491327.7085,9.4275,734.8829,1570.0201,1388.282,679.4441,419.0519,10.3454,-15261.4734,-10199.3031,-16330.7015,-15446.4581,-10825.9572,-5426.5018,-7402.3463,-8172.5393,-5533.3064,-4833.4416,-4058.2133,-3480.4411,-3183.4091,-2490.6438,1
205,582.8554736,1100.673517,572.0701219,-494.1579,6.406,36.3347,90865.3146,-1657.6146,-492988.1131,7.6941,455.4521,1333.8748,1242.9035,808.6687,561.2628,14.3806,-18041.1165,-12789.6849,-14183.1667,-13690.8244,-10316.4554,-5212.8317,-7018.3778,-8248.1152,-4479.0846,-3897.865,-3902.4557,-3379.3718,-3010.7968,-2531.962,1
205,693.9266075,1085.413141,291.8090233,-446.2745,4.7003,45.8571,88679.9209,-1615.5702,-492404.2808,13.98,942.3532,1506.9438,1194.6991,808.8558,519.6048,12.4022,-14143.3679,-8951.7945,-14492.0367,-14182.775,-9424.8643,-5495.3741,-7182.5451,-7915.8079,-5660.3595,-4927.4797,-4204.2946,-3489.2049,-2980.4698,-2484.9428,1
206,650.330634,1008.613664,126.9799556,-607.9233,11.0802,140.3704,90324.3863,-1776.8254,-492731.2839,18.6594,151.2236,1043.4434,1030.9268,472.623,465.971,0.24745,-21701.4811,-16159.3977,-19532.9082,-14496.6977,-8308.6954,-7770.3556,-13059.8875,-10763.5753,-4527.4855,-3888.3492,-3811.7614,-3721.6184,-3162.2669,-3613.0883,1
206,704.6213155,1328.376363,1599.772152,-589.239,3.5474,178.4757,88443.6927,-1745.855,-490721.6684,19.063,239.7401,728.7353,753.6447,323.3494,308.5366,0.36386,-27168.7168,-19695.1462,-22687.99,-16844.6077,-8152.5013,-7037.0266,-12756.3482,-10486.0597,-5315.257,-4245.8839,-3895.9054,-3669.5686,-3167.3951,-3815.8826,1
206,662.7494897,1066.781569,333.5809532,-582.8721,7.7624,83.1306,93664.6131,-1760.6051,-498715.525,22.4859,155.8274,1014.0056,942.8856,407.6657,411.1515,0.61711,-21858.2114,-17186.7666,-20423.1759,-14994.6894,-8444.1812,-8522.7083,-12175.7153,-9599.1529,-4967.8189,-4014.9731,-3656.1618,-3760.5102,-3244.838,-3712.2147,1
207,409.5519167,1119.422056,448.3407157,-645.3796,1.4429,25.7657,35632.4978,-1715.1625,-403924.3327,1.1077,204.1054,49.8703,83.643,188.4134,298.1595,231.4341,-50017.9393,-37018.2495,-25103.5689,-16951.5403,-11351.4129,-5251.3136,-2869.6198,-5307.4985,-3611.3285,-3171.1116,-2836.6812,-2675.2395,-2271.9527,-2947.056,1
207,434.2986763,1127.385462,530.8773437,-691.9154,2.3139,6.3502,36232.2811,-1759.882,-405357.7536,2.9329,288.4704,70.7305,93.2981,140.9871,194.253,202.9061,-47378.8015,-36299.1382,-27141.3209,-19399.9251,-10683.5954,-5577.6512,-3074.9972,-5631.2124,-3489.428,-2954.0727,-2833.9871,-2663.5587,-2291.6201,-2865.355,1
207,379.2790066,1137.063337,948.9302961,-597.4044,620.6519,2090.6777,43101.5875,-1661.6697,-404640.176,1.8016,108.464,36.5153,58.854,117.1423,178.4729,205.962,-52370.7851,-38926.3218,-27355.0057,-19750.4588,-10876.6485,-5330.5758,-3069.5792,-4957.5501,-2570.4872,-2414.4403,-2251.9826,-2106.3333,-2072.4275,-2197.6622,1
208,648.4393116,1204.576555,121.1910288,-615.4429,4.0367,26.5543,66492.2672,-1744.1532,-464778.4523,11.2923,41.1256,48.644,109.9882,157.0478,139.4571,96.3837,-51575.7276,-35956.4724,-26819.239,-21612.3972,-14348.4764,-10452.4587,-4389.815,-4065.4485,-5099.3708,-4721.8003,-4281.3475,-3481.4429,-2859.2818,-2564.4945,1
208,669.1044526,1215.431901,152.7149874,-551.9485,7.2226,20.8014,65757.7301,-1680.0563,-462743.5046,2.1371,18.4577,21.1512,58.3564,93.2703,67.2064,60.1296,-58055.6528,-40575.917,-29917.4733,-25843.379,-17316.0969,-10183.9497,-5434.7311,-5812.111,-5463.9228,-4989.9746,-4552.781,-3933.3885,-3182.5423,-2517.692,1
208,649.4774541,1184.438055,124.5319751,-595.2272,4.8103,8.6578,53821.1448,-1708.7855,-440924.0532,2.4253,23.9715,42.392,108.2388,134.8667,78.8367,38.1913,-51417.9239,-35716.464,-27675.5504,-24648.178,-13885.5399,-11658.9532,-5733.1145,-4824.3393,-5512.0685,-5161.939,-4561.7447,-3759.6655,-3179.6301,-2538.6402,1
209,486.4083395,1063.929058,96.71040294,-795.6934,0.4575,12.8582,42448.4957,-1882.4987,-418098.7978,38.4072,621.0456,743.9977,1138.1766,903.8786,828.2075,260.1263,-25226.6924,-14745.8142,-9842.5002,-5990.3388,-7057.918,-1957.9001,-2182.473,-7585.9301,-3968.841,-3229.9328,-2928.7995,-2567.946,-2113.0797,-1804.6897,1
209,481.3722301,1077.189072,636.4198325,-769.0281,1.0642,12.785,43220.4305,-1857.1217,-422125.823,9.7883,223.6839,581.1624,952.4862,970.3935,908.7161,260.7725,-27822.3895,-17393.0089,-9982.7678,-6248.7374,-8627.7791,-2034.2808,-2325.7476,-8211.0482,-4573.3449,-3705.5443,-2974.9915,-2498.8305,-1936.7881,-1872.4343,1
209,470.2686641,1078.952998,166.601437,-779.9857,0.81686,3.6139,43000.178,-1858.2951,-421071.2847,16.7578,455.1711,464.0501,818.2309,965.2598,929.0985,261.2085,-30129.3904,-19483.6426,-11996.0093,-8292.1604,-8941.8393,-2011.4224,-2362.2881,-8280.9254,-4324.9447,-3506.1818,-2910.7626,-2336.9195,-1867.7766,-1647.3187,1
210,542.2945394,1168.444921,1167.272618,-923.8425,0.12773,6.4576,22169.2624,-1942.3589,-360087.3808,35.691,506.6983,552.1038,859.6276,816.8754,516.6546,151.006,-28381.641,-18630.1379,-13907.4775,-14029.9477,-8796.3237,-8645.5637,-3576.3848,-4489.5281,-5934.2624,-5102.0283,-4399.7895,-3818.0329,-3484.0133,-4369.4523,0
210,541.0013385,1103.946708,83.13384018,-906.7135,0.20801,4.6345,21455.1406,-1921.5812,-358183.9999,37.7872,399.8968,436.2305,927.322,941.6022,606.0524,109.4478,-31385.0057,-17624.1211,-11190.0354,-12843.9551,-9228.9114,-8933.8682,-4286.4538,-5270.955,-5027.1056,-4363.3565,-4069.7216,-3503.8389,-2892.5445,-3760.9812,0
210,552.8967666,1164.542404,206.2617301,-928.7399,0.15586,0.91316,22125.1181,-1948.2618,-360261.1677,11.3884,252.4564,436.8508,854.1253,876.7706,655.642,172.9581,-31167.3452,-18721.39,-12129.7993,-11924.1852,-7778.8238,-8491.265,-3421.5184,-4044.3416,-5378.5224,-4556.8675,-4118.1643,-3624.7627,-3197.7743,-4063.8589,0
211,696.0595334,1341.44475,326.7426882,-680.0769,2.096,14.7776,64794.8704,-1810.8291,-460408.0423,2.6619,47.4423,103.8874,321.2884,710.2397,809.6587,87.4967,-45364.8343,-27274.1873,-15718.016,-9440.1673,-10357.4067,-5578.24,-1897.4275,-694.844,-3145.4835,-2538.7399,-2261.1344,-1987.4375,-1750.1357,-1188.688,1
211,718.6094637,1360.999297,172.358853,-655.7793,0.82607,2.9162,62242.5676,-1784.7859,-455671.5596,3.0103,39.86,50.121,202.3086,511.9648,640.5563,103.071,-52201.5363,-32001.7267,-18915.2662,-12109.1195,-10633.7876,-6080.1455,-1941.1853,-948.1465,-2620.5199,-2208.5045,-2138.5258,-1914.3367,-1557.1337,-1416.8999,1
